ClassLoader.loadClass;Harness;java.lang.Class.forName0;;jdk.internal.loader.ClassLoaders$AppClassLoader;jdk.internal.loader.ClassLoaders$AppClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonFormat$Value;com.fasterxml.jackson.databind.cfg.MapperConfig.<clinit>;56;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonFormat;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;37;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonGetter;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findNameForSerialization;1068;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIdentityInfo;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findObjectIdInfo;655;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIgnore;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector._isIgnorable;1429;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIgnoreProperties$Value;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findPropertyIgnoralByName;306;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIgnoreProperties;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findPropertyIgnoralByName;304;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIgnoreType;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.isIgnorableType;297;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonInclude$Include;com.fasterxml.jackson.annotation.JsonInclude$Value.<clinit>;251;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonInclude$Value;com.fasterxml.jackson.databind.cfg.ConfigOverrides.<init>;66;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonInclude;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findPropertyInclusion;752;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIncludeProperties$Value;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findPropertyInclusionByName;323;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonIncludeProperties;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findPropertyInclusionByName;321;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonKey;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.hasAsKey;1094;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonManagedReference;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;37;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonMerge;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;50;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonProperty$Access;com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.findAccess;828;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonProperty;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findNameForSerialization;1077;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonPropertyDescription;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findPropertyDescription;424;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonPropertyOrder;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector._findSortAlpha;959;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonRawValue;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;37;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonSetter$Value;com.fasterxml.jackson.databind.cfg.ConfigOverrides.<init>;67;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonSetter;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findNameForDeserialization;1317;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonSubTypes$Type;java.lang.Class.getDeclaredMethods0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonSubTypes;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findSubtypes;621;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonTypeId;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.isTypeId;644;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonTypeInfo$As;java.lang.Class.getDeclaredMethods0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonTypeInfo$Id;java.lang.Class.getDeclaredMethods0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonTypeInfo$None;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector._findTypeResolver;1535;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonTypeInfo;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;37;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonTypeName;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findTypeName;638;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonUnwrapped;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;37;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonValue;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.hasAsValue;1103;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.JsonView;com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.<clinit>;37;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.Nulls;com.fasterxml.jackson.annotation.JsonSetter$Value.<clinit>;75;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.ObjectIdGenerator;com.fasterxml.jackson.databind.ObjectMapper.<init>;673;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.ObjectIdGenerators$Base;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.ObjectIdGenerators$PropertyGenerator;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.annotation.PropertyAccessor;com.fasterxml.jackson.annotation.JsonAutoDetect$1.<clinit>;206;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.Base64Variant$PaddingReadBehaviour;com.fasterxml.jackson.core.Base64Variant.<init>;178;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.Base64Variant;com.fasterxml.jackson.core.Base64Variants.<clinit>;51;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.Base64Variants;com.fasterxml.jackson.databind.ObjectMapper.<clinit>;388;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JacksonException;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.databind.ObjectMapper.writeValueAsBytes;3844;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonFactory$Feature;com.fasterxml.jackson.core.JsonFactory.<clinit>;172;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonFactory;kafka.utils.Json$.<clinit>;31;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonFactoryBuilder;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonGenerationException;com.fasterxml.jackson.core.JsonFactory._createUTF8Generator;1816;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonGenerator$1;com.fasterxml.jackson.core.JsonGenerator.writeTypePrefix;1937;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonGenerator$Feature;com.fasterxml.jackson.core.JsonFactory.<clinit>;184;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonGenerator;kafka.utils.Json$.<clinit>;31;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonLocation;com.fasterxml.jackson.databind.deser.impl.JDKValueInstantiators.findStdValueInstantiator;29;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper.constructParser;265;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonParser$Feature;com.fasterxml.jackson.core.JsonFactory.<clinit>;178;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonParser$NumberType;com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer.<init>;147;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonParser;kafka.utils.Json$.<clinit>;31;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonProcessingException;kafka.zk.KafkaZkClient$.apply;1981;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonFactory._createUTF8Generator;1816;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.json.UTF8StreamJsonParser.nextToken;747;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.ObjectCodec;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.PrettyPrinter;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.StreamReadCapability;com.fasterxml.jackson.core.JsonParser.<clinit>;52;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.StreamWriteCapability;com.fasterxml.jackson.core.JsonGenerator.<clinit>;41;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.TSFBuilder;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.TokenStreamFactory;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.TreeCodec;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.TreeNode;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.Version;com.fasterxml.jackson.core.util.VersionUtil.parseVersion;144;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.Versioned;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.async.ByteArrayFeeder;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.async.NonBlockingInputFeeder;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.base.GeneratorBase;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.base.ParserBase;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.base.ParserMinimalBase;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.exc.InputCoercionException;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper.constructParser;265;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.exc.StreamReadException;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.exc.StreamWriteException;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.JsonStringEncoder.<clinit>;24;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.ContentReference;com.fasterxml.jackson.core.JsonFactory._createContentReference;1990;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.DataOutputAsStream;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.JsonFactory._createContext;1937;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.JsonEOFException;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper.constructParser;265;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.JsonStringEncoder;com.fasterxml.jackson.core.io.SerializedString.<clinit>;22;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.MergedStream;com.fasterxml.jackson.core.JsonFactory._createParser;1655;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.NumberInput;com.fasterxml.jackson.core.util.TextBuffer.contentsAsInt;545;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.NumberOutput;com.fasterxml.jackson.databind.node.IntNode.asText;106;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.SegmentedStringWriter;kafka.utils.Json$.<clinit>;31;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.util.DefaultPrettyPrinter.<clinit>;31;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.UTF32Reader;com.fasterxml.jackson.core.JsonFactory._createParser;1655;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper;com.fasterxml.jackson.core.JsonFactory._createParser;1655;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.JsonGeneratorImpl;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.JsonReadContext;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper.constructParser;265;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.JsonWriteContext;com.fasterxml.jackson.core.JsonFactory._createUTF8Generator;1816;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.UTF8DataInputJsonParser;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.UTF8StreamJsonParser;com.fasterxml.jackson.core.JsonFactory._createParser;1655;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.async.NonBlockingJsonParser;com.fasterxml.jackson.databind.ObjectMapper.<init>;643;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.fasterxml.jackson.core.json.async.NonBlockingJsonParserBase;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
